Symptom,Disease,Country,Count
japan,spread,japan,1
indonesia,spread,japan,1
intuitions,mosquitoes,japan,1
evolutionary,intuitions,japan,1
intuitions,novel,japan,1
intuitions,variations,japan,1
intuitions,transmitted,japan,1
disease,intuitions,japan,1
adaptability,intuitions,japan,1
intuitions,studies,japan,1
intuitions,japan,japan,1
indonesia,intuitions,japan,1
evolutionary,mosquitoes,japan,1
mosquitoes,novel,japan,1
mosquitoes,variations,japan,1
mosquitoes,transmitted,japan,1
disease,mosquitoes,japan,1
adaptability,mosquitoes,japan,1
mosquitoes,studies,japan,1
japan,mosquitoes,japan,1
indonesia,mosquitoes,japan,1
evolutionary,novel,japan,1
evolutionary,variations,japan,1
evolutionary,transmitted,japan,1
disease,evolutionary,japan,1
adaptability,evolutionary,japan,1
evolutionary,studies,japan,1
evolutionary,japan,japan,1
evolutionary,indonesia,japan,1
novel,variations,japan,1
novel,transmitted,japan,1
disease,novel,japan,1
adaptability,novel,japan,1
novel,studies,japan,1
japan,novel,japan,1
indonesia,novel,japan,1
transmitted,variations,japan,1
disease,variations,japan,1
adaptability,variations,japan,1
studies,variations,japan,1
japan,variations,japan,1
indonesia,variations,japan,1
disease,transmitted,japan,1
adaptability,transmitted,japan,1
studies,transmitted,japan,1
japan,transmitted,japan,1
indonesia,transmitted,japan,1
adaptability,disease,japan,1
disease,studies,japan,1
disease,japan,japan,1
disease,indonesia,japan,1
adaptability,studies,japan,1
adaptability,japan,japan,1
adaptability,indonesia,japan,1
japan,studies,japan,1
indonesia,studies,japan,1
indonesia,japan,japan,1
modifications,superbugs,india,1
lineage,modifications,india,1
modifications,scale,india,1
modifications,presence,india,1
modifications,prediction,india,1
ahmedabad,modifications,india,1
gyrb,modifications,india,1
modifications,resistant,india,1
modifications,pmqr,india,1
genotype,modifications,india,1
mics,modifications,india,1
investigated,modifications,india,1
modifications,mutations,india,1
modifications,potential,india,1
effective,modifications,india,1
mechanism,modifications,india,1
concordance,modifications,india,1
mechanisms,modifications,india,1
emergence,modifications,india,1
modifications,multiple,india,1
health,modifications,india,1
information,modifications,india,1
dissemination,modifications,india,1
antibiotic,modifications,india,1
modifications,resistance,india,1
modifications,parc,india,1
ceftriaxone,modifications,india,1
modifications,tests,india,1
discordance,modifications,india,1
cephalosporins,modifications,india,1
ciprofloxacin,modifications,india,1
modifications,occurrence,india,1
args,modifications,india,1
mdtk,modifications,india,1
average,modifications,india,1
detect,modifications,india,1
modifications,salmonella,india,1
detected,modifications,india,1
haplotype,modifications,india,1
finding,modifications,india,1
isolates,modifications,india,1
effectiveness,modifications,india,1
modifications,widespread,india,1
gujarat,modifications,india,1
combat,modifications,india,1
modifications,studies,india,1
modifications,treatment,india,1
enormity,modifications,india,1
fluoroquinolones,modifications,india,1
antibiotics,modifications,india,1
cefuroxime,modifications,india,1
modifications,qrdr,india,1
gyra,modifications,india,1
efflux,modifications,india,1
modifications,research,india,1
amr,modifications,india,1
identified,modifications,india,1
modifications,phenotype,india,1
doxycycline,modifications,india,1
cefotaxime,modifications,india,1
modifications,problem,india,1
cotrimoxazole,modifications,india,1
investigation,modifications,india,1
modifications,treating,india,1
levels,modifications,india,1
increase,modifications,india,1
modifications,outcomes,india,1
modifications,treatments,india,1
modifications,xdr,india,1
modifications,surge,india,1
genes,modifications,india,1
lineage,superbugs,india,1
scale,superbugs,india,1
presence,superbugs,india,1
prediction,superbugs,india,1
ahmedabad,superbugs,india,1
gyrb,superbugs,india,1
resistant,superbugs,india,1
pmqr,superbugs,india,1
genotype,superbugs,india,1
mics,superbugs,india,1
investigated,superbugs,india,1
mutations,superbugs,india,1
potential,superbugs,india,1
effective,superbugs,india,1
mechanism,superbugs,india,1
concordance,superbugs,india,1
mechanisms,superbugs,india,1
emergence,superbugs,india,1
multiple,superbugs,india,1
health,superbugs,india,1
information,superbugs,india,1
dissemination,superbugs,india,1
antibiotic,superbugs,india,1
resistance,superbugs,india,1
parc,superbugs,india,1
ceftriaxone,superbugs,india,1
superbugs,tests,india,1
discordance,superbugs,india,1
cephalosporins,superbugs,india,1
ciprofloxacin,superbugs,india,1
occurrence,superbugs,india,1
args,superbugs,india,1
mdtk,superbugs,india,1
average,superbugs,india,1
detect,superbugs,india,1
salmonella,superbugs,india,1
detected,superbugs,india,1
haplotype,superbugs,india,1
finding,superbugs,india,1
isolates,superbugs,india,1
effectiveness,superbugs,india,1
superbugs,widespread,india,1
gujarat,superbugs,india,1
combat,superbugs,india,1
studies,superbugs,india,1
superbugs,treatment,india,1
enormity,superbugs,india,1
fluoroquinolones,superbugs,india,1
antibiotics,superbugs,india,1
cefuroxime,superbugs,india,1
qrdr,superbugs,india,1
gyra,superbugs,india,1
efflux,superbugs,india,1
research,superbugs,india,1
amr,superbugs,india,1
identified,superbugs,india,1
phenotype,superbugs,india,1
doxycycline,superbugs,india,1
cefotaxime,superbugs,india,1
problem,superbugs,india,1
cotrimoxazole,superbugs,india,1
investigation,superbugs,india,1
superbugs,treating,india,1
levels,superbugs,india,1
increase,superbugs,india,1
outcomes,superbugs,india,1
superbugs,treatments,india,1
superbugs,xdr,india,1
superbugs,surge,india,1
genes,superbugs,india,1
lineage,scale,india,1
lineage,presence,india,1
lineage,prediction,india,1
ahmedabad,lineage,india,1
gyrb,lineage,india,1
lineage,resistant,india,1
lineage,pmqr,india,1
genotype,lineage,india,1
lineage,mics,india,1
investigated,lineage,india,2
lineage,mutations,india,2
lineage,potential,india,1
effective,lineage,india,1
lineage,mechanism,india,1
concordance,lineage,india,1
lineage,mechanisms,india,1
emergence,lineage,india,2
lineage,multiple,india,1
health,lineage,india,1
information,lineage,india,1
dissemination,lineage,india,1
antibiotic,lineage,india,1
lineage,resistance,india,1
lineage,parc,india,1
ceftriaxone,lineage,india,1
lineage,tests,india,1
discordance,lineage,india,1
cephalosporins,lineage,india,1
ciprofloxacin,lineage,india,1
lineage,occurrence,india,1
args,lineage,india,1
lineage,mdtk,india,1
average,lineage,india,1
detect,lineage,india,1
lineage,salmonella,india,1
detected,lineage,india,1
haplotype,lineage,india,1
finding,lineage,india,1
isolates,lineage,india,2
effectiveness,lineage,india,1
lineage,widespread,india,1
gujarat,lineage,india,1
combat,lineage,india,1
lineage,studies,india,1
lineage,treatment,india,1
enormity,lineage,india,1
fluoroquinolones,lineage,india,1
antibiotics,lineage,india,1
cefuroxime,lineage,india,1
lineage,qrdr,india,1
gyra,lineage,india,1
efflux,lineage,india,1
lineage,research,india,1
amr,lineage,india,1
identified,lineage,india,1
lineage,phenotype,india,1
doxycycline,lineage,india,1
cefotaxime,lineage,india,1
lineage,problem,india,1
cotrimoxazole,lineage,india,1
investigation,lineage,india,1
lineage,treating,india,1
levels,lineage,india,1
increase,lineage,india,1
lineage,outcomes,india,1
lineage,treatments,india,1
lineage,xdr,india,1
lineage,surge,india,1
genes,lineage,india,1
presence,scale,india,1
prediction,scale,india,1
ahmedabad,scale,india,1
gyrb,scale,india,1
resistant,scale,india,1
pmqr,scale,india,1
genotype,scale,india,1
mics,scale,india,1
investigated,scale,india,1
mutations,scale,india,1
potential,scale,india,1
effective,scale,india,1
mechanism,scale,india,1
concordance,scale,india,1
mechanisms,scale,india,1
emergence,scale,india,1
multiple,scale,india,1
health,scale,india,1
information,scale,india,1
dissemination,scale,india,1
antibiotic,scale,india,1
resistance,scale,india,1
parc,scale,india,1
ceftriaxone,scale,india,1
scale,tests,india,1
discordance,scale,india,1
cephalosporins,scale,india,1
ciprofloxacin,scale,india,1
occurrence,scale,india,1
args,scale,india,1
mdtk,scale,india,1
average,scale,india,1
detect,scale,india,1
salmonella,scale,india,1
detected,scale,india,1
haplotype,scale,india,1
finding,scale,india,1
isolates,scale,india,1
effectiveness,scale,india,1
scale,widespread,india,1
gujarat,scale,india,1
combat,scale,india,1
scale,studies,india,1
scale,treatment,india,1
enormity,scale,india,1
fluoroquinolones,scale,india,1
antibiotics,scale,india,1
cefuroxime,scale,india,1
qrdr,scale,india,1
gyra,scale,india,1
efflux,scale,india,1
research,scale,india,1
amr,scale,india,1
identified,scale,india,1
phenotype,scale,india,1
doxycycline,scale,india,1
cefotaxime,scale,india,1
problem,scale,india,1
cotrimoxazole,scale,india,1
investigation,scale,india,1
scale,treating,india,1
levels,scale,india,1
increase,scale,india,1
outcomes,scale,india,1
scale,treatments,india,1
scale,xdr,india,1
scale,surge,india,1
genes,scale,india,1
prediction,presence,india,1
ahmedabad,presence,india,1
gyrb,presence,india,1
presence,resistant,india,1
pmqr,presence,india,1
mics,presence,india,1
investigated,presence,india,1
mutations,presence,india,1
mechanism,presence,india,1
concordance,presence,india,1
mechanisms,presence,india,1
emergence,presence,india,1
multiple,presence,india,1
health,presence,india,1
dissemination,presence,india,1
antibiotic,presence,india,1
parc,presence,india,1
ceftriaxone,presence,india,2
presence,tests,india,1
discordance,presence,india,1
cephalosporins,presence,india,1
ciprofloxacin,presence,india,2
occurrence,presence,india,1
args,presence,india,1
mdtk,presence,india,1
average,presence,india,1
detect,presence,india,1
presence,salmonella,india,1
detected,presence,india,1
haplotype,presence,india,2
finding,presence,india,1
isolates,presence,india,1
effectiveness,presence,india,1
presence,widespread,india,1
gujarat,presence,india,1
combat,presence,india,1
presence,treatment,india,1
enormity,presence,india,1
fluoroquinolones,presence,india,1
antibiotics,presence,india,1
cefuroxime,presence,india,1
presence,qrdr,india,1
gyra,presence,india,1
efflux,presence,india,1
amr,presence,india,1
phenotype,presence,india,1
doxycycline,presence,india,1
cefotaxime,presence,india,1
presence,problem,india,1
cotrimoxazole,presence,india,1
investigation,presence,india,1
presence,treating,india,1
levels,presence,india,1
increase,presence,india,1
presence,treatments,india,1
presence,xdr,india,1
presence,surge,india,1
ahmedabad,prediction,india,1
gyrb,prediction,india,1
prediction,resistant,india,1
pmqr,prediction,india,1
genotype,prediction,india,1
mics,prediction,india,1
investigated,prediction,india,1
mutations,prediction,india,1
potential,prediction,india,1
effective,prediction,india,1
mechanism,prediction,india,1
concordance,prediction,india,1
mechanisms,prediction,india,1
emergence,prediction,india,1
multiple,prediction,india,1
health,prediction,india,1
information,prediction,india,1
dissemination,prediction,india,1
antibiotic,prediction,india,1
prediction,resistance,india,1
parc,prediction,india,1
ceftriaxone,prediction,india,1
prediction,tests,india,1
discordance,prediction,india,1
cephalosporins,prediction,india,1
ciprofloxacin,prediction,india,1
occurrence,prediction,india,1
args,prediction,india,1
mdtk,prediction,india,1
average,prediction,india,1
detect,prediction,india,1
prediction,salmonella,india,1
detected,prediction,india,1
haplotype,prediction,india,1
finding,prediction,india,1
isolates,prediction,india,1
effectiveness,prediction,india,1
prediction,widespread,india,1
gujarat,prediction,india,1
combat,prediction,india,1
prediction,studies,india,1
prediction,treatment,india,1
enormity,prediction,india,1
fluoroquinolones,prediction,india,1
antibiotics,prediction,india,1
cefuroxime,prediction,india,1
prediction,qrdr,india,1
gyra,prediction,india,1
efflux,prediction,india,1
prediction,research,india,1
amr,prediction,india,1
identified,prediction,india,1
phenotype,prediction,india,1
doxycycline,prediction,india,1
cefotaxime,prediction,india,1
prediction,problem,india,1
cotrimoxazole,prediction,india,1
investigation,prediction,india,1
prediction,treating,india,1
levels,prediction,india,1
increase,prediction,india,1
outcomes,prediction,india,1
prediction,treatments,india,1
prediction,xdr,india,1
prediction,surge,india,1
genes,prediction,india,1
ahmedabad,gyrb,india,1
ahmedabad,resistant,india,1
ahmedabad,pmqr,india,1
ahmedabad,genotype,india,1
ahmedabad,mics,india,1
ahmedabad,investigated,india,1
ahmedabad,mutations,india,1
ahmedabad,potential,india,1
ahmedabad,effective,india,1
ahmedabad,mechanism,india,1
ahmedabad,concordance,india,1
ahmedabad,mechanisms,india,1
ahmedabad,emergence,india,1
ahmedabad,multiple,india,1
ahmedabad,health,india,1
ahmedabad,information,india,1
ahmedabad,dissemination,india,1
ahmedabad,antibiotic,india,1
ahmedabad,resistance,india,1
ahmedabad,parc,india,1
ahmedabad,ceftriaxone,india,1
ahmedabad,tests,india,1
ahmedabad,discordance,india,1
ahmedabad,cephalosporins,india,1
ahmedabad,ciprofloxacin,india,1
ahmedabad,occurrence,india,1
ahmedabad,args,india,1
ahmedabad,mdtk,india,1
ahmedabad,average,india,1
ahmedabad,detect,india,1
ahmedabad,salmonella,india,1
ahmedabad,detected,india,1
ahmedabad,haplotype,india,1
ahmedabad,finding,india,1
ahmedabad,isolates,india,1
ahmedabad,effectiveness,india,1
ahmedabad,widespread,india,1
ahmedabad,gujarat,india,1
ahmedabad,combat,india,1
ahmedabad,studies,india,1
ahmedabad,treatment,india,1
ahmedabad,enormity,india,1
ahmedabad,fluoroquinolones,india,1
ahmedabad,antibiotics,india,1
ahmedabad,cefuroxime,india,1
ahmedabad,qrdr,india,1
ahmedabad,gyra,india,1
ahmedabad,efflux,india,1
ahmedabad,research,india,1
ahmedabad,amr,india,1
ahmedabad,identified,india,1
ahmedabad,phenotype,india,1
ahmedabad,doxycycline,india,1
ahmedabad,cefotaxime,india,1
ahmedabad,problem,india,1
ahmedabad,cotrimoxazole,india,1
ahmedabad,investigation,india,1
ahmedabad,treating,india,1
ahmedabad,levels,india,1
ahmedabad,increase,india,1
ahmedabad,outcomes,india,1
ahmedabad,treatments,india,1
ahmedabad,xdr,india,1
ahmedabad,surge,india,1
ahmedabad,genes,india,1
gyrb,resistant,india,1
gyrb,pmqr,india,1
genotype,gyrb,india,1
gyrb,mics,india,1
gyrb,investigated,india,1
gyrb,mutations,india,1
gyrb,potential,india,1
effective,gyrb,india,1
gyrb,mechanism,india,1
concordance,gyrb,india,1
gyrb,mechanisms,india,1
emergence,gyrb,india,1
gyrb,multiple,india,1
gyrb,health,india,1
gyrb,information,india,1
dissemination,gyrb,india,1
antibiotic,gyrb,india,1
gyrb,resistance,india,1
gyrb,parc,india,1
ceftriaxone,gyrb,india,1
gyrb,tests,india,1
discordance,gyrb,india,1
cephalosporins,gyrb,india,1
ciprofloxacin,gyrb,india,1
gyrb,occurrence,india,1
args,gyrb,india,1
gyrb,mdtk,india,1
average,gyrb,india,1
detect,gyrb,india,1
gyrb,salmonella,india,1
detected,gyrb,india,1
gyrb,haplotype,india,1
finding,gyrb,india,1
gyrb,isolates,india,1
effectiveness,gyrb,india,1
gyrb,widespread,india,1
gujarat,gyrb,india,1
combat,gyrb,india,1
gyrb,studies,india,1
gyrb,treatment,india,1
enormity,gyrb,india,1
fluoroquinolones,gyrb,india,1
antibiotics,gyrb,india,1
cefuroxime,gyrb,india,1
gyrb,qrdr,india,1
gyra,gyrb,india,1
efflux,gyrb,india,1
gyrb,research,india,1
amr,gyrb,india,1
gyrb,identified,india,1
gyrb,phenotype,india,1
doxycycline,gyrb,india,1
cefotaxime,gyrb,india,1
gyrb,problem,india,1
cotrimoxazole,gyrb,india,1
gyrb,investigation,india,1
gyrb,treating,india,1
gyrb,levels,india,1
gyrb,increase,india,1
gyrb,outcomes,india,1
gyrb,treatments,india,1
gyrb,xdr,india,1
gyrb,surge,india,1
genes,gyrb,india,1
pmqr,resistant,india,1
genotype,resistant,india,1
mics,resistant,india,1
investigated,resistant,india,1
mutations,resistant,india,1
potential,resistant,india,1
effective,resistant,india,1
mechanism,resistant,india,1
concordance,resistant,india,1
mechanisms,resistant,india,1
emergence,resistant,india,1
multiple,resistant,india,1
health,resistant,india,1
information,resistant,india,1
dissemination,resistant,india,1
antibiotic,resistant,india,1
resistance,resistant,india,1
parc,resistant,india,1
ceftriaxone,resistant,india,1
resistant,tests,india,1
discordance,resistant,india,1
cephalosporins,resistant,india,1
ciprofloxacin,resistant,india,1
occurrence,resistant,india,1
args,resistant,india,1
mdtk,resistant,india,1
average,resistant,india,1
detect,resistant,india,1
resistant,salmonella,india,1
detected,resistant,india,1
haplotype,resistant,india,1
finding,resistant,india,1
isolates,resistant,india,1
effectiveness,resistant,india,1
resistant,widespread,india,1
gujarat,resistant,india,1
combat,resistant,india,1
resistant,studies,india,1
resistant,treatment,india,1
enormity,resistant,india,1
fluoroquinolones,resistant,india,1
antibiotics,resistant,india,1
cefuroxime,resistant,india,1
qrdr,resistant,india,1
gyra,resistant,india,1
efflux,resistant,india,1
research,resistant,india,1
amr,resistant,india,1
identified,resistant,india,1
phenotype,resistant,india,1
doxycycline,resistant,india,1
cefotaxime,resistant,india,1
problem,resistant,india,1
cotrimoxazole,resistant,india,1
investigation,resistant,india,1
resistant,treating,india,1
levels,resistant,india,1
increase,resistant,india,1
outcomes,resistant,india,1
resistant,treatments,india,1
resistant,xdr,india,1
resistant,surge,india,1
genes,resistant,india,1
genotype,pmqr,india,1
mics,pmqr,india,1
investigated,pmqr,india,1
mutations,pmqr,india,1
pmqr,potential,india,1
effective,pmqr,india,1
mechanism,pmqr,india,1
concordance,pmqr,india,1
mechanisms,pmqr,india,1
emergence,pmqr,india,1
multiple,pmqr,india,1
health,pmqr,india,1
information,pmqr,india,1
dissemination,pmqr,india,1
antibiotic,pmqr,india,1
pmqr,resistance,india,1
parc,pmqr,india,1
ceftriaxone,pmqr,india,1
pmqr,tests,india,1
discordance,pmqr,india,1
cephalosporins,pmqr,india,1
ciprofloxacin,pmqr,india,1
occurrence,pmqr,india,1
args,pmqr,india,1
mdtk,pmqr,india,1
average,pmqr,india,1
detect,pmqr,india,1
pmqr,salmonella,india,1
detected,pmqr,india,1
haplotype,pmqr,india,1
finding,pmqr,india,1
isolates,pmqr,india,1
effectiveness,pmqr,india,1
pmqr,widespread,india,1
gujarat,pmqr,india,1
combat,pmqr,india,1
pmqr,studies,india,1
pmqr,treatment,india,1
enormity,pmqr,india,1
fluoroquinolones,pmqr,india,1
antibiotics,pmqr,india,1
cefuroxime,pmqr,india,1
pmqr,qrdr,india,1
gyra,pmqr,india,1
efflux,pmqr,india,1
pmqr,research,india,1
amr,pmqr,india,1
identified,pmqr,india,1
phenotype,pmqr,india,1
doxycycline,pmqr,india,1
cefotaxime,pmqr,india,1
pmqr,problem,india,1
cotrimoxazole,pmqr,india,1
investigation,pmqr,india,1
pmqr,treating,india,1
levels,pmqr,india,1
increase,pmqr,india,1
outcomes,pmqr,india,1
pmqr,treatments,india,1
pmqr,xdr,india,1
pmqr,surge,india,1
genes,pmqr,india,1
genotype,mics,india,1
genotype,investigated,india,1
genotype,mutations,india,1
genotype,mechanism,india,1
concordance,genotype,india,1
genotype,mechanisms,india,1
emergence,genotype,india,1
genotype,multiple,india,1
genotype,health,india,1
dissemination,genotype,india,1
antibiotic,genotype,india,1
genotype,parc,india,1
ceftriaxone,genotype,india,1
genotype,tests,india,1
discordance,genotype,india,1
cephalosporins,genotype,india,1
ciprofloxacin,genotype,india,1
genotype,occurrence,india,1
args,genotype,india,1
genotype,mdtk,india,1
average,genotype,india,1
detect,genotype,india,1
genotype,salmonella,india,1
detected,genotype,india,1
genotype,haplotype,india,1
finding,genotype,india,1
genotype,isolates,india,1
effectiveness,genotype,india,1
genotype,widespread,india,1
genotype,gujarat,india,1
combat,genotype,india,1
genotype,treatment,india,1
enormity,genotype,india,1
fluoroquinolones,genotype,india,1
antibiotics,genotype,india,1
cefuroxime,genotype,india,1
genotype,qrdr,india,1
genotype,gyra,india,1
efflux,genotype,india,1
amr,genotype,india,1
genotype,phenotype,india,1
doxycycline,genotype,india,1
cefotaxime,genotype,india,1
genotype,problem,india,1
cotrimoxazole,genotype,india,1
genotype,investigation,india,1
genotype,treating,india,1
genotype,levels,india,1
genotype,increase,india,1
genotype,outcomes,india,1
genotype,treatments,india,1
genotype,xdr,india,1
genotype,surge,india,1
investigated,mics,india,1
mics,mutations,india,1
mics,potential,india,1
effective,mics,india,1
mechanism,mics,india,1
concordance,mics,india,1
mechanisms,mics,india,1
emergence,mics,india,1
mics,multiple,india,1
health,mics,india,1
information,mics,india,1
dissemination,mics,india,1
antibiotic,mics,india,1
mics,resistance,india,1
mics,parc,india,1
ceftriaxone,mics,india,1
mics,tests,india,1
discordance,mics,india,1
cephalosporins,mics,india,1
ciprofloxacin,mics,india,1
mics,occurrence,india,1
args,mics,india,1
mdtk,mics,india,1
average,mics,india,1
detect,mics,india,1
mics,salmonella,india,1
detected,mics,india,1
haplotype,mics,india,1
finding,mics,india,1
isolates,mics,india,1
effectiveness,mics,india,1
mics,widespread,india,1
gujarat,mics,india,1
combat,mics,india,1
mics,studies,india,1
mics,treatment,india,1
enormity,mics,india,1
fluoroquinolones,mics,india,1
antibiotics,mics,india,1
cefuroxime,mics,india,1
mics,qrdr,india,1
gyra,mics,india,1
efflux,mics,india,1
mics,research,india,1
amr,mics,india,1
identified,mics,india,1
mics,phenotype,india,1
doxycycline,mics,india,1
cefotaxime,mics,india,1
mics,problem,india,1
cotrimoxazole,mics,india,1
investigation,mics,india,1
mics,treating,india,1
levels,mics,india,1
increase,mics,india,1
mics,outcomes,india,1
mics,treatments,india,1
mics,xdr,india,1
mics,surge,india,1
genes,mics,india,1
investigated,mutations,india,2
investigated,potential,india,1
effective,investigated,india,1
investigated,mechanism,india,1
concordance,investigated,india,1
investigated,mechanisms,india,1
emergence,investigated,india,2
investigated,multiple,india,1
health,investigated,india,1
information,investigated,india,1
dissemination,investigated,india,1
antibiotic,investigated,india,1
investigated,resistance,india,1
investigated,parc,india,1
ceftriaxone,investigated,india,1
investigated,tests,india,1
discordance,investigated,india,1
cephalosporins,investigated,india,1
ciprofloxacin,investigated,india,1
investigated,occurrence,india,1
args,investigated,india,1
investigated,mdtk,india,1
average,investigated,india,1
detect,investigated,india,1
investigated,salmonella,india,1
haplotype,investigated,india,1
finding,investigated,india,1
effectiveness,investigated,india,1
investigated,widespread,india,1
gujarat,investigated,india,1
combat,investigated,india,1
enormity,investigated,india,1
fluoroquinolones,investigated,india,1
antibiotics,investigated,india,1
cefuroxime,investigated,india,1
investigated,qrdr,india,1
gyra,investigated,india,1
efflux,investigated,india,1
investigated,research,india,1
amr,investigated,india,1
investigated,phenotype,india,1
doxycycline,investigated,india,1
cefotaxime,investigated,india,1
investigated,problem,india,1
cotrimoxazole,investigated,india,1
investigated,investigation,india,1
investigated,treating,india,1
investigated,levels,india,1
increase,investigated,india,1
investigated,outcomes,india,1
investigated,treatments,india,1
investigated,xdr,india,1
investigated,surge,india,1
genes,investigated,india,1
mutations,potential,india,1
effective,mutations,india,1
mechanism,mutations,india,1
concordance,mutations,india,1
mechanisms,mutations,india,1
emergence,mutations,india,2
multiple,mutations,india,1
health,mutations,india,1
information,mutations,india,1
dissemination,mutations,india,1
antibiotic,mutations,india,1
mutations,resistance,india,1
mutations,parc,india,1
ceftriaxone,mutations,india,1
mutations,tests,india,1
discordance,mutations,india,1
cephalosporins,mutations,india,1
ciprofloxacin,mutations,india,1
mutations,occurrence,india,1
args,mutations,india,1
mdtk,mutations,india,1
average,mutations,india,1
detect,mutations,india,1
mutations,salmonella,india,1
detected,mutations,india,1
haplotype,mutations,india,1
finding,mutations,india,1
isolates,mutations,india,2
effectiveness,mutations,india,1
mutations,widespread,india,1
gujarat,mutations,india,1
combat,mutations,india,1
mutations,studies,india,1
mutations,treatment,india,1
enormity,mutations,india,1
fluoroquinolones,mutations,india,1
antibiotics,mutations,india,1
cefuroxime,mutations,india,1
mutations,qrdr,india,1
gyra,mutations,india,1
efflux,mutations,india,1
mutations,research,india,1
amr,mutations,india,1
identified,mutations,india,1
mutations,phenotype,india,1
doxycycline,mutations,india,1
cefotaxime,mutations,india,1
mutations,problem,india,1
cotrimoxazole,mutations,india,1
investigation,mutations,india,1
mutations,treating,india,1
levels,mutations,india,1
increase,mutations,india,1
mutations,outcomes,india,1
mutations,treatments,india,1
mutations,xdr,india,1
mutations,surge,india,1
genes,mutations,india,1
mechanism,potential,india,1
concordance,potential,india,1
mechanisms,potential,india,1
emergence,potential,india,1
multiple,potential,india,1
health,potential,india,1
dissemination,potential,india,1
antibiotic,potential,india,1
parc,potential,india,1
ceftriaxone,potential,india,2
potential,tests,india,1
discordance,potential,india,1
cephalosporins,potential,india,1
ciprofloxacin,potential,india,2
occurrence,potential,india,1
args,potential,india,1
mdtk,potential,india,1
detect,potential,india,1
potential,salmonella,india,1
detected,potential,india,1
haplotype,potential,india,2
finding,potential,india,1
isolates,potential,india,1
effectiveness,potential,india,1
potential,widespread,india,1
gujarat,potential,india,1
combat,potential,india,1
potential,treatment,india,1
enormity,potential,india,1
fluoroquinolones,potential,india,1
antibiotics,potential,india,1
cefuroxime,potential,india,1
potential,qrdr,india,1
gyra,potential,india,1
efflux,potential,india,1
amr,potential,india,1
phenotype,potential,india,1
doxycycline,potential,india,1
cefotaxime,potential,india,1
potential,problem,india,2
cotrimoxazole,potential,india,1
investigation,potential,india,2
potential,treating,india,1
levels,potential,india,1
outcomes,potential,india,1
potential,treatments,india,1
potential,xdr,india,1
potential,surge,india,1
effective,mechanism,india,1
concordance,effective,india,1
effective,mechanisms,india,1
effective,emergence,india,1
effective,multiple,india,1
effective,health,india,1
dissemination,effective,india,1
antibiotic,effective,india,1
effective,parc,india,1
ceftriaxone,effective,india,1
effective,tests,india,1
discordance,effective,india,1
cephalosporins,effective,india,1
ciprofloxacin,effective,india,1
effective,occurrence,india,1
args,effective,india,1
effective,mdtk,india,1
average,effective,india,1
detect,effective,india,1
effective,salmonella,india,1
detected,effective,india,1
effective,haplotype,india,1
effective,finding,india,1
effective,isolates,india,1
effective,effectiveness,india,1
effective,widespread,india,1
effective,gujarat,india,1
combat,effective,india,1
effective,treatment,india,1
effective,enormity,india,1
effective,fluoroquinolones,india,1
antibiotics,effective,india,1
cefuroxime,effective,india,1
effective,qrdr,india,1
effective,gyra,india,1
effective,efflux,india,1
amr,effective,india,1
effective,phenotype,india,1
doxycycline,effective,india,1
cefotaxime,effective,india,1
effective,problem,india,2
cotrimoxazole,effective,india,1
effective,investigation,india,2
effective,treating,india,1
effective,levels,india,1
effective,increase,india,1
effective,outcomes,india,1
effective,treatments,india,1
effective,xdr,india,1
effective,surge,india,1
concordance,mechanism,india,1
mechanism,mechanisms,india,1
emergence,mechanism,india,1
mechanism,multiple,india,1
health,mechanism,india,1
information,mechanism,india,1
dissemination,mechanism,india,1
antibiotic,mechanism,india,1
mechanism,resistance,india,1
mechanism,parc,india,1
ceftriaxone,mechanism,india,1
mechanism,tests,india,1
discordance,mechanism,india,1
cephalosporins,mechanism,india,1
ciprofloxacin,mechanism,india,1
mechanism,occurrence,india,1
args,mechanism,india,1
mdtk,mechanism,india,1
average,mechanism,india,1
detect,mechanism,india,1
mechanism,salmonella,india,1
detected,mechanism,india,1
haplotype,mechanism,india,1
finding,mechanism,india,1
isolates,mechanism,india,1
effectiveness,mechanism,india,1
mechanism,widespread,india,1
gujarat,mechanism,india,1
combat,mechanism,india,1
mechanism,studies,india,1
mechanism,treatment,india,1
enormity,mechanism,india,1
fluoroquinolones,mechanism,india,1
antibiotics,mechanism,india,1
cefuroxime,mechanism,india,1
mechanism,qrdr,india,1
gyra,mechanism,india,1
efflux,mechanism,india,1
mechanism,research,india,1
amr,mechanism,india,1
identified,mechanism,india,1
mechanism,phenotype,india,1
doxycycline,mechanism,india,1
cefotaxime,mechanism,india,1
mechanism,problem,india,1
cotrimoxazole,mechanism,india,1
investigation,mechanism,india,1
mechanism,treating,india,1
levels,mechanism,india,1
increase,mechanism,india,1
mechanism,outcomes,india,1
mechanism,treatments,india,1
mechanism,xdr,india,1
mechanism,surge,india,1
genes,mechanism,india,1
concordance,mechanisms,india,1
concordance,emergence,india,1
concordance,multiple,india,1
concordance,health,india,1
concordance,information,india,1
concordance,dissemination,india,1
antibiotic,concordance,india,1
concordance,resistance,india,1
concordance,parc,india,1
ceftriaxone,concordance,india,1
concordance,tests,india,1
concordance,discordance,india,1
cephalosporins,concordance,india,1
ciprofloxacin,concordance,india,1
concordance,occurrence,india,1
args,concordance,india,1
concordance,mdtk,india,1
average,concordance,india,1
